# strongs	hebrew	transliteration
2699	חֲצֵרִים	Chatseriym
2700	חֲצַרְמָוֶת	Chatsarmaveth
2701	חֲצַר	<A CLASS="u">&#x05E1;&#x05D5;&#x05BC;&#x05E1;&#x05B8;&#x05D4;</A> Chatsar Cuwcah
2702	חֲצַר	<A CLASS="u">&#x05E1;&#x05D5;&#x05BC;&#x05E1;&#x05B8;&#x05D4;</A> Chatsar Cuwciym
2703	חֲצַר	<A CLASS="u">&#x05E2;&#x05B5;&#x05D9;&#x05E0;&#xFB4B;&#x05DF;</A> Chatsar `Eynown
2704	חֲצַר	<A CLASS="u">&#x05E2;&#x05B5;&#x05D9;&#x05E0;&#x05B8;&#x05DF;</A> Chatsar `Eynan
2705	חֲצַר	<A CLASS="u">&#x05E9;&#x05C1;&#x05D5;&#x05BC;&#x05E2;&#x05B8;&#x05DC;</A> Chatsar Shuw`al
2706	חֹק	choq
2707	חקה	chaqah
2708	חֻקָּה	chuqqah
2709	חֲקוּפָא	Chaquwpha'
2710	חָקַק	chaqaq
2711	חֵקֶק	cheqeq
2712	חֻקֹק	Chuqqog
2713	חָקַר	chaqar
2714	חֵקֶר	cheqer
2715	חֹר	chor
2716	חֶרֶא	chere'
2717	חָרַב	charab
2718	חַרַב	charab
2719	חֶרֶב	chereb
2720	חָרֵב	chareb
2721	חֹרֶב	choreb
2722	חֹרֵב	Choreb
2723	חָרְבָּה	chorbah
2724	חָרָבָה	charabah
2725	חֵרָבוֹן	charabown
2726	חַרְבוֹנָא	Charbowna'
2727	חָרַג	charag
2728	חַרְגֹּל	chargol
2729	חָרַד	charad
2730	חָרֵד	chared
2731	חֲרָדָה	charadah
2732	חֲרָדָה	Charadah
2733	חֲרֹדִי	Charodiy
2734	חָרָה	charah
2735	חֹר	<A CLASS="u">&#x05D4;&#x05B7;&#x05D2;&#x05BC;&#x05B4;&#x05D3;&#x05B0;&#x05D2;&#x05BC;&#x05B8;&#x05D3;</A> Chor hag-Gidgad
2736	חַרְהֲיָה	Charhayah
2737	חָרוּז	charuwz
2738	חָרוּל	charuwl
2739	חֲרוּמַף	charuwmaph
2740	חָרוֹן	charown
2741	חֲרוּפִי	Charuwphiy
2742	חָרוּץ	charuwts
2743	חָרוּץ	Charuwts
2744	חַרְחוּר	Charchuwr
2745	חַרְחַס	Charchac
2746	חַרְחוּר	charchur
2747	חֶרֶט	cheret
2748	חַרְטֹם	chartom
2749	חַרְטֹם	chartom
2750	חֳרִי	choriy
2751	חֹרִי	choriy
2752	חֹרִי	Choriy
2753	חֹרִי	Choriy
2754	חָרִיט	chariyt
2755	חֲרֵי	<A CLASS="u">&#x05D9;&#xFB4B;&#x05E0;&#x05B4;&#x05D9;&#x05DD;</A> charey-yowniym
2756	חָרִיף	Chariyph
2757	חָרִיץ	chariyts
2758	חָרִישׁ	chariysh
2759	חֲרִישִׁי	chariyshiy
2760	חָרַךְ	charak
2761	חַרַךְ	charak
2762	חָרָךְ	cherek
2763	חָרָם	charam
2764	חֵרֶם	cherem
2765	חֳרֵם	Chorem
2766	חָרִם	Charim
2767	חָרְמָה	Chormah
2768	חֶרְמוֹן	Chermown
2769	חֶרְמוֹנִים	Chermowniym
2770	חֶרְמֵשׁ	chermesh
2771	חָרָן	Charan
2772	חֹרֹנִי	Choroniy
2773	חֹרֹנַיִם	Choronayim
2774	חַרְנֶפֶר	Charnepher
2775	חֶרֶס	cherec
2776	חֶרֶס	Cherec
2777	חַרְסִית	charcuwth
2778	חָרַף	charaph.
2779	חֹרֶף	choreph
2780	חָרֵף	Chareph
2781	חֶרְפָּה	cherpah
2782	חָרַץ	charats
2783	חֲרַץ	charats
2784	חַרְצֻבָּה	chartsubbah
2785	חַרְצָן	chartsan
2786	חָרַק	charaq
2787	חָרַר	charar
2788	חָרֵר	charer
2789	חֶרֶשׂ	cheres
2790	חָרַשׁ	charash
2791	חֶרֶשׁ	cheresh
2792	חֶרֶשׁ	Cheresh
2793	חֹרֶשׁ	choresh
2794	חֹרֶשׁ	choresh
2795	חֵרֵשׁ	cheresh
2796	חָרָשׁ	charash
2797	חַרְשָׁא	Charsha'
2798	חֲרָשִׁים	Charashiym
2799	חֲרֹשֶׁת	charosheth
2800	חֲרֹשֶׁת	Charosheth
2801	חָרַת	charath
2802	חֶרֶת	Chereth
2803	חָשַׁב	chashab
2804	חַשַׁב	chashab
2805	חֵשֶׁב	chesheb
2806	חַשְׁבַּדָּנָה	Chashbaddanah
2807	חֲשֻׁבָה	Chashubah
2808	חֶשְׁבּוֹן	cheshbown
2809	חֶשְׁבּוֹן	Cheshbown
2810	חִשָּׁבוֹן	chishshabown
2811	חֲשַׁבְיָה	Chashabyah
2812	חֲשַׁבְנָה	Chashabnah
2813	חֲשַׁבְנְיָה	Chashabn@yah
2814	חָשָׁה	chashah
2815	חַשּׁוּב	Chashshuwb
2816	חֲשׁוֹךְ	chashowk
2817	חֲשׂוּפָא	Chasuwpha'
2818	חַשַׁח	chashach
2819	חַשְׁחוּ	chashchuwth
2820	חָשַׂךְ	chasak
2821	חָשַׁךְ	chashak
2822	חֹשֶׁךְ	choshek
2823	חָשֹׁךְ	chashok
2824	חֲשֵׁכָה	cheshkah
2825	חֲשֵׁכָה	chashekah
2826	חָשַׁל	chashal
2827	חַשַׁל	chashal
2828	חָשֻׁם	Chashum
2829	חֶשְׁמוֹן	Cheshmown
2830	חַשְׁמַל	chashmal
2831	חַשְׁמַן	chashman
2832	חַשְׁמֹנָה	Chashmonah
2833	חֹשֶׁן	choshen
2834	חָשַׂף	chasaph
2835	חָשִׂיף	chasiph
2836	חָשַׁק	chashaq
2837	חֵשֶׁק	chesheq
2838	חָשֻׁק	chashuq
2839	חִשּׁוּק	chishshuq
2840	חִשּׁוּר	chishshur
2841	חַשְׁרָה	chashrah
2842	חֲשַׁשׁ	chashash
2843	חֻשָׁתִי	Chushathiy
2844	חַת	chath
2845	חֵת	Cheth
2846	חָתָה	chathah
2847	חִתָּה	chittah
2848	חִתּוּל	chittuwl
2849	חַתְחַת	chathchath
2850	חִתִּי	Chittiy
2851	חִתִּית	chittiyth
2852	חָתַךְ	chathak
2853	חתל	chathal
2854	חֲתֻלָּה	chathullah
2855	חֶתְלֹן	Chethlon
2856	חָתַם	chatham
2857	חַתַם	chatham
2858	חוֹתֶמֶת	chothemeth
2859	חוֹתֵן	chathan
2860	חָתָן	chathan
2861	חֲתֻנָּה	chathunnah
2862	חָתַף	chathaph
2863	חֶתֶף	chetheph
2864	חָתַר	chathar
2865	חָתַת	chathath
2866	חֲתַת	chathath
2867	חֲתַת	Chathath
2868	טְאֵב	t@'eb
2869	טָב	tab,
2870	טָבְאַל	tab@'el
2871	טְבוּל	tabuwl
2872	טַבּוּר	tabbuwr
2873	טָבַח	tabach
2874	טֶבַח	tebach
2875	טֶבַח	Tebach
2876	טַבָּח	tabbach
2877	טַבָּח	tabbach
2878	טִבְחָה	tibchah
2879	טַבָּחָה	tabbachah
2880	טִבְחַת	Tibchath
2881	טָבַל	tabal
2882	טְבַלְיָהוּ	T@balyahuw
2883	טָבַע	taba`
2884	טַבָּעוֹת	Tabba`owth
2885	טַבַּעַת	tabba`ath
2886	טַבְרִמֹּן	Tabrimmown
2887	טֵבֵת	Tebeth
2888	טַבָּת	Tabbath
2889	טָהוֹר	tahowr
2890	טְהוֹר	t@howr
2891	טָהֵר	taher
2892	טֹהַר	tohar
2893	טָהֳרָה	tohorah
2894	טוּא	tuw'
2895	טוֹב	towb
2896	טוֹב	towb
2897	טוֹב	Towb
2898	טוּב	tuwb
2899	טוֹב	<A CLASS="u">&#x05D0;&#x05B2;&#x05D3;&#xFB4B;&#x05E0;&#x05B4;&#x05D9;&#x05BC;&#x05B8;&#x05D4;&#x05D5;&#x05BC;</A> Towb Adoniyahuw
2900	טוֹבִיָּה	Towbiyah
2901	טָוָה	tavah
2902	טוּחַ	tuwach
2903	טוֹטָפָה	towphaphah
2904	טוּל	tuwl
2905	טוּר	tuwr
2906	טוּר	tuwr
2907	טוּשׂ	tuws
2908	טְוָת	t@vath
2909	טָחָה	tachah
2910	טֻחָה	tuwchah
2911	טְחוֹן	t@chown
2912	טָחַן	tachan
2913	טַחֲנָה	tachanah
2914	טְחֹר	t@chor
2915	טִיחַ	tiyach
2916	טִיט	tiyt
2917	טִין	tiyn
2918	טִירָה	tiyrah
2919	טַל	tal
2920	טַל	tal
2921	טלא	tala'
2922	טְלָה	t@la'
2923	טְלָאִים	T@la'iym
2924	טָלֶה	taleh
2925	טַלְטֵלָה	taltelah
2926	טָלַל	talal
2927	טְלַל	t@lal
2928	טֶלֶם	Telem
2929	טַלְמוֹן	Talmown
2930	טָמֵא	tame'
2931	טָמֵא	tame'
2932	טֻמְאָה	tum'ah
2933	טָמָה	tamah
2934	טָמַן	taman
2935	טֶנֶא	tene'
2936	טָנַף	tanaph
2937	טָעָה	ta`ah
2938	טָעַם	ta`am
2939	טְעַם	t@`am
2940	טַעַם	ta`am
2941	טַעַם	ta`am
2942	טְעֵם	t@`em
2943	טָעַן	ta`an
2944	טָעַן	ta`an
2945	טַף	taph
2946	טָפַח	taphach
2947	טֹפַח	tephach
2948	טֹפַח	tophach
2949	טִפּוּח	tippuch
2950	טָפַל	taphal
2951	טִפְסָר	tiphcar
2952	טָפַף	taphaph
2953	טְפַר	t@phar
2954	טָפַשׁ	taphash
2955	טָפַת	Taphath
2956	טָרַד	tarad
2957	טָרַד	t@rad
2958	טְרוֹם	t@rowm
2959	טָרַח	tarach
2960	טֹרַח	torach
2961	טָרִי	tariy
2962	טֶרֶם	terem
2963	טָרַף	taraph
2964	טֶרֶף	tereph
2965	טָרָף	taraph
2966	טְרֵפָה	t@rephah
2967	טַרְפְּלָי	Tarp@lay
2968	יָאַב	ya'ab
2969	יָאָה	ya'ah
2970	יַאֲזַנְיָה	Ya'azanyah
2971	יָאִיר	Ya'iyr
2972	יָאִרִי	Ya'iriy
2973	יָאַל	ya'al
2974	יָאַל	ya'al
2975	יְאוֹר	y@`or
2976	יָאַשׁ	ya'ash
2977	יֹאשִׁיָּה	Yo'shiyah
2978	אִיתוֹן	y@'ithown
2979	יְאָתְרַי	y@'ath@ray
2980	יָבַב	yabab
2981	יְבוּל	y@buwl
2982	יְבוּס	Y@buwc
2983	יְבוּסִי	Y@buwciy
2984	יִבְחָר	Yibchar
2985	יָבִין	Yabiyn
2986	יבל	yabal
2987	יְבַל	y@bal
2988	יָבָל	yabal
2989	יָבָל	Yabal
2990	יַבֶּלֶת	yabbel
2991	יִבְלְעָם	Yibl@`am
2992	יָבַם	yabam
2993	יָבָם	yabam
2994	יְבָמָה	Y@bemeth
2995	יַבְנְאֵל	Yabn@'el
2996	יַבְנֵה	Yabneh
2997	יִבְנִיָּה	Yibn@yah
2998	יִבְנְיָה	Yibniyah
2999	יַבֹּק	Yabboq
3000	יְבֶרֶכְיָהוּ	Y@berekyahuw
3001	יָבֵשׁ	yabesh
3002	יָבֵשׁ	yabesh
3003	יָבֵישׁ	Yabesh
3004	יַבָּשָׁה	yabbashah
3005	יִבְשָׂם	Yibsam
3006	יַבֶּשֶׁת	yabbesheth
3007	יַבֶּשֶׁת	yabbesheth
3008	יִגְאָל	Yig'al
3009	יָגַב	yagab
3010	יָגֵב	yageb
3011	יָגְבֳּהָה	Yogb@hah
3012	יִגְדַּלְיָהוּ	Yigdalyahuw
3013	יָגָה	yagah
3014	יָגָה	yagah
3015	יָגוֹן	yagown
3016	יָגוֹר	yagowr
3017	יָגוּר	Yaguwr
3018	יְגִיעַ	y@giya`
3019	יָגִיעַ	yagiya`
3020	יָגְלִי	Yogliy
3021	יָגַע	yaga`
3022	יָגָע	yaga`
3023	יָגֵעַ	yagea`
3024	יְגִיעָה	y@gi`ah
3025	יָגֹר	yagor
3026	יְגַר	<A CLASS="u">&#x05E9;&#x05C2;&#x05B8;&#x05D4;&#x05B2;&#x05D3;&#x05D5;&#x05BC;&#x05EA;&#x05B8;&#x05D0;</A> Y@gar Sahaduwtha'
3027	יָד	yad
3028	יַד	yad
3029	יְדַא	y@da'
3030	יִדְאֲלָה	Yidalah
3031	יִדְבָּשׁ	Yidbash
3032	יָדַד	yadad
3033	יְדִידוּת	y@diduwth
3034	יָדָה	yadah
3035	יִדּוֹ	Yiddow
3036	יָדוֹן	Yadown
3037	יַדּוּעַ	Yadduwa`
3038	יְדוּתוּן	Y@duwthuwn
3039	יָדִיד	y@diyd
3040	יְדִידָה	Y@diydah
3041	יְדִידְיָהּ	Y@diyd@yah
3042	יְדָיָה	Y@dayah
3043	יְדִיעֲאֵל	Y@diy`a'el
3044	יִדְלָף	Yidlaph
3045	ידע	yada`
3046	יְדַע	y@da`
3047	יָדָע	Yada`
3048	יְדַעְיָה	Y@kda`yah
3049	יִדְּעֹנִי	yidd@`oniy
3050	יָהּ	Yahh
3051	יָהַב	yahab
3052	יְהָב	y@hab
3053	יְהָב	y@hab
3054	יהד	yahad
3055	יְהֻד	Y@hud
3056	יָהְדָּי	Yehday
3057	יְהוּדִי	Y@hudiyah
3058	יֵהוּא	Yehuw'
3059	יְהוֹאָחָז	Y@how'achaz
3060	יְהוֹאָשׁ	Y@how'ash
3061	יְהוּד	Y@huwd
3062	יְהוּדָאִי	Y@huwda'iy
3063	יְהוּדָה	Y@huwdah
3064	יְהוּדִי	Y@huwdiy
3065	יְהוּדִי	Y@huwdiy
3066	יְהוּדִית	Y@huwdiyth
3067	יְהוּדִית	Y@huwdiyth
3068	יְהֹוָה	Y@hovah
3069	יֱהוִה	Y@hovih
3070	יְהוָה	<A CLASS="u">&#x05D9;&#x05B4;&#x05E8;&#x05B0;&#x05D0;&#x05B6;&#x05D4;</A> Y@hovah yireh
3071	יְהוָה	<A CLASS="u">&#x05E0;&#x05B4;&#x05E1;&#x05BC;&#x05B4;&#x05D9;</A> Y@hovah nicciy
3072	יְהוָה	<A CLASS="u">&#x05E6;&#x05B4;&#x05D3;&#x05B0;&#x05E7;&#x05B5;&#x05E0;&#x05D5;&#x05BC;</A> Y@hovah tsidqenuw
3073	יְהוָה	<A CLASS="u">&#x05E9;&#x05C1;&#x05B8;&#x05DC;&#xFB4B;&#x05DD;</A> Y@havah shalowm
3074	יְהוָה	<A CLASS="u">&#x05E9;&#x05C1;&#x05B8;&#x05DE;&#x05BC;&#x05B8;&#x05D4;</A> Y@hovah shammah
3075	יְהוֹזָבָד	Y@howzabad
3076	יְהוֹחָנָן	Y@howchanan
3077	יְהוֹיָדָע	Y@howyada`
3078	יְהוֹיָכִין	Y@howyakiyn
3079	יְהוֹיָקִים	Y@howyaqiym
3080	יְהוֹיָרִיב	Y@howyariyb
3081	יְהוּכַל	Y@huwkal
3082	יְהוֹנָדָב	Y@hownadab
3083	יְהוֹנָתָן	Y@hownathan
3084	יוֹסֵף	Y@howceph
3085	יְהוֹעַדָּה	Y@how`addah
3086	יְהוֹעַדִּין	Y@how`addiyn
3087	יְהוֹצָדָק	Y@howtsadaq
3088	יְהוֹרָם	Y@howram
3089	יְהוֹשֶׁבַע	Y@howsheba`
3090	יְהוֹשַׁבְעַת	Y@howshab`ath
3091	יְהוֹשֻׁעַ	Y@howshuwa`
3092	יְהוֹשָׁפָט	Y@howshaphat
3093	יָהִיר	yahiyr
3094	יְהַלֶּלְאֵל	Y@hallel'el
3095	יָהֲלֹם	yahalom
3096	יַהַץ	Yahats
3097	יוֹאָב	Yow'ab
3098	יוֹאָח	Yow'ach
3099	יוֹאָחָז	Yow'achaz
3100	יוֹאֵל	Yow'el
3101	יוֹאָשׁ	Yow'ash
3102	יוֹב	Yowb
3103	יוֹבָב	Yowbab
3104	יוֹבֵל	yowbel
3105	יוּבַל	yuwbal
3106	יוּבָל	Yuwbal
3107	יוֹזָבָד	Yowzabad
3108	יוֹזָכָר	Yowzakar
3109	יוֹחָא	Yowcha'
3110	יוֹחָנָן	Yowchanan
3111	יוֹיָדָע	Yowyada`
3112	יוֹיָכִין	Yowyakiyn
3113	יוֹיָקִים	Yowyaqiym
3114	יוֹיָרִיב	Yowyariyb
3115	יוֹכֶבֶד	Yowkebed
3116	יוּכַל	Yuwkal
3117	יוֹם	yowm
3118	יוֹם	yowm
3119	יוֹמָם	yowmam
3120	יָוָן	Yavan
3121	יָוֵן	yaven
3122	יוֹנָדָב	Yawnadab
3123	יוֹנָה	yownah
3124	יוֹנָה	Yonah
3125	יְוָנִי	Y@vaniy
3126	יוֹנֵק	yowneq
3127	יוֹנֶקֶת	yowneqeth
3128	יוֹנַת	<A CLASS="u">&#x05D0;&#x05B5;&#x05DC;&#x05B6;&#x05DD;</A> <A CLASS="u">&#x05E8;&#x05B0;&#x05D7;&#x05B9;&#x05E7;&#x05B4;&#x05D9;&#x05DD;</A> yownath 'elem r@choqiym
3129	יוֹנָתָן	Yownathan
3130	יוֹסֵף	Yowceph
3131	יוֹסִפְיָה	Yowciphyah
3132	יוֹעֵאלָה	Yow`e'lah
3133	יוֹעֵד	Yow`ed
3134	יוֹעֶזֶר	Yow`ezer
3135	יוֹעָשׁ	Yow`ash
3136	יוֹצָדָק	Yowtsadaq
3137	יוֹקִים	Yowqiym
3138	יוֹרֶה	yowreh
3139	יוֹרָה	Yowrah
3140	יוֹרַי	Yowray
3141	יוֹרָם	Yowram
3142	יוּשַׁב	<A CLASS="u">&#x05D7;&#x05B6;&#x05E1;&#x05B6;&#x05D3;</A> Yuwshab Checed
3143	יוֹשִׁבְיָה	Yowshibyah
3144	יוֹשָׁה	Yowshah
3145	יוֹשַׁוְיָה	Yowshavyah
3146	יוֹשָׁפָט	Yowshaphat
3147	יוֹתָם	Yowtham
3148	יוֹתֵר	yowther
3149	יְזִיאֵל	Y@zav'el
3150	יִזִּיָּה	Yizziyah
3151	יָזִיז	Yaziyz
3152	יִזְלִיאָה	Yizliy'ah
3153	יְזַנְיָה	Y@zanyah
3154	יֶזַע	yeza`
3155	יִזְרָח	Yizrach
3156	יִזְרַחְיָה	Yizrachyah
3157	יִזְרְעֶאל	Yizr@`e'l
3158	יִזְרְעֵאלִי	Yizr@`e'liy
3159	יִזְרְעֵאלִית	Yizr@`e'liyth
3160	יַחְבָּה	Y@chubbah
3161	יָחַד	yachad
3162	יַחַד	yachad
3163	יַחְדּוֹ	Yachdow
3164	יַחְדִּיאֵל	Yachdiy'el
3165	יֶחְדְּיָהוּ	Yechdiyahuw
3166	יַחֲזִיאֵל	Yachaziy'el
3167	יַחְזְיָה	Yachz@yah
3168	יְחֶזְקֵאל	Y@chezqe'l
3169	יְחִזְקִיָּהוּ	Y@chizqiyah
3170	יַחְזֵרָה	Yachzerah
3171	יְחִיאֵל	Y@chiy'el
3172	יְחִיאֵלִי	Y@chiy'eliy
3173	יָחִיד	yachiyd
3174	יְחִיָּה	Y@chiyah
3175	יַחִיל	yachiyl
3176	יָחַל	yachal
3177	יַחְלְאֵל	Yachl@'el
3178	יַחְלְאֵלִי	Yachl@'eliy
3179	יָחַם	yacham
3180	יַחְמוּר	yachmuwr
3181	יַחְמַי	Yachmay
3182	יָחֵף	yacheph
3183	יַחְצְאֵל	Yachts@'el
3184	יַחְצְאֵלִי	Yachts@'eliy
3185	יַחֲצִיאֵל	Yachtsiy'el
3186	יָחַר	yachar
3187	יָחַשׂ	yachas
3188	יַחַשׂ	yachas
3189	יַחַת	Yachath
3190	יָטַב	yatab
3191	יְטַב	y@tab
3192	יָטְבָה	Yotbah
3193	יָטְבָתָה	Yotbathah
3194	יֻטָּה	Yuttah
3195	יְטוּר	Y@tuwr
3196	יַיִן	yayin
3197	יַךְ	yak
3198	יכח	yakach
3199	יָכִין	Yakiyn
3200	יָכִינִי	Yakiyniy
3201	יָכֹל	yakol
3202	יְכֵל	y@kel
3203	יְכָלְיָה	Y@kolyah
3204	יְכָנְיָה	Y@konyah
3205	יָלַד	yalad
3206	יֶלֶד	yeled
3207	יַלְדָּה	yaldah
3208	יַלְדוּת	yalduwth
3209	יִלּוֹד	yillowd
3210	יָלוֹן	Yalown
3211	יָלִיד	yaliyd
3212	יָלַך	yalak
3213	יָלַל	yalal
3214	יְלֵל	y@lel
3215	יְלָלָה	y@lalah
3216	יָלַע	yala`
3217	יַלֶּפֶת	yallepheth
3218	יֶלֶק	yekeq
3219	יַלְקוּט	yalquwt
3220	יָם	yam
3221	יַם	yam
3222	יֵמִם	yem
3223	יְמוּאֵל	Y@muw'el
3224	יְמִימָה	Y@miymah
3225	יָמִין	yamiyn
3226	יָמִין	Yamiyn
3227	יְמִינִי	y@miyniy
3228	יְמִינִי	Y@miyniy
3229	יִמְלָא	Yimla'
3230	יַמְלֵךְ	Yamlek
3231	יָמַן	yaman
3232	יִמְנָה	Yimnah
3233	יְמָנִי	y@maniy
3234	יִמְנָע	Yimna`
3235	יָמַר	yamar
3236	יִמְרָה	Yimrah
3237	יָמַשׁ	yamash
3238	יָנָה	yanah
3239	יָנוֹחַ	Yanowach
3240	יָנַח	yanach
3241	יָנוּם	Yaniym
3242	יְנִיקָה	y@niqah
3243	ינק	yanaq
3244	יַנְשׁוּף	yanshuwph
3245	יָסַד	yacad
3246	יְסֻד	y@cud
3247	יְסוֹד	y@cowd
3248	יְסוּדָה	y@cuwdah
3249	יָסוּר	yacuwr
3250	יִסּוֹר	yiccowr
3251	סוךְ	yacak
3252	יִסְכָּה	Yickah
3253	יִסְמַכְיָהוּ	Yicmakyahuw
3254	יָסַף	yacaph
3255	יְסַף	y@caph
3256	יָסַר	yacar
3257	יָע	ya`
3258	יַעְבֵּץ	Ya`bets
3259	יָעַד	ya`ad
3260	יֶעְדּוֹ	Y@`diy
3261	יָעַה	ya`ah
3262	יְעוּאֵל	Y@`uw'el
3263	יְעוּץ	Y@`uwts
3264	יַעַר	ya`owr
3265	יָעִיר	Ya`uwr
3266	יְעוּשׁ	Y@`uwsh
3267	יָעַז	ya`az
3268	יַעֲזִיאֵל	Ya`aziy'el
3269	יַעֲזִיָּהוּ	Ya`aziyahuw
3270	יַעַזְיֵר	Ya`azeyr
3271	יָעַט	ya`at
3272	יעט	y@`at
3273	יְעִיאֵל	Y@`iy'el
3274	יְעִישׁ	Y@`iysh
3275	יַעְכָּן	Ya`kan
3276	יָעַל	ya`al
3277	יָעֵל	ya`el
3278	יָעֵל	Ya`el
3279	יַעְלָא	Ya`ala'
3280	יַעֲלָה	ya`alah
3281	יַעְלָם	Ya`lam
3282	יַעַן	ya`an
3283	יָעֵן	ya`en
3284	יַעֲנָה	ya`anah
3285	יַעְנַי	Ya`anay
3286	יָעַף	ya`aph
3287	יָעֵף	ya`@ph
3288	יְעָף	y@aph
3289	יָעַץ	ya`ats
3290	יַעֲקֹב	Ya`aqob
3291	יַעֲקֹבָה	Ya`aqobah
3292	יַעֲקָן	Ya`aqan
3293	יָעַר	ya`ar
3294	יַעְרָה	Ya`rah
3295	יַעַרָה	ya`arah
3296	יַעְרֵי	<A CLASS="u">&#x05D0;&#x05B9;&#x05E8;&#x05B0;&#x05D2;&#x05B4;&#x05D9;&#x05DD;</A> Ya`arey 'Or@giym
3297	יְעָרִים	Y@`ariym
3298	יַעֲרֶשְׁיָה	Ya`areshyah
3299	יַעֲשׂוֹ	Ya`asuw
3300	יַעֲשִׂיאֵל	Ya`asiy'el
3301	יִפְדְיָה	Yiphd@yah
3302	יָפָה	yaphah
3303	יָפֶה	yapheh
3304	יְפֵה־פִיָּה	y@pheh-phiyah
3305	יָפוֹ	Yaphow
3306	יפח	yaphach
3307	יָפֵחַ	yapheach
3308	יֳפִי	yophiy
3309	יָפִיעַ	Yaphiya`
3310	יַפְלֵט	Yaphlet
3311	יַפְלֵטִי	Yaphletiy
3312	יְפֻנֶּה	Y@phunneh
3313	יָפַע	yapha`
3314	יִפְעָה	yiph`ah
3315	יֶפֶת	Yepheth
3316	יִפְתָּח	Yiphtach
3317	יִפְתַּח־אֵל	Yiphtach-'el
3318	יָצָא	yatsa'
3319	יְצַא	y@tsa'
3320	יָצַב	yatsab
3321	יְצֵב	y@tseb
3322	יָצַג	yatsag
3323	יִצְהָר	yitshar
3324	יִצְהָר	Yitshar
3325	יִצְהָרִי	Yitshariy
3326	יָצוּעַ	yatsuwa`
3327	יִצְחָק	Yitschaq
3328	יִצְחָר	Yitschar
3329	יָצִיא	yatsiy'
3330	יַצִּיב	yatstsiyb
3331	יָצַע	yatsa`
3332	יָצַק	yatsaq
3333	יְצֻקָה	y@tsukah
3334	יָצַר	yatsar
3335	יָצַר	yatsar
3336	יֵצֶר	yetser
3337	יֵצֶר	Yetser
3338	יָצֻר	yatsur
3339	יִצְרִי	Yitsriy
3340	יִצְרִי	Yitsriy
3341	יָצַת	yatsath
3342	יֶקֶב	yeqeb
3343	יְקַּבְצְאֵל	Y@qabts@'el
3344	יָקַד	yaqad
3345	יְקַד	y@qad
3346	יָקֵדָה	y@qeda'
3347	יָקְדְעָם	Yoqd@`am
3348	יָקֶה	Yaqeh
3349	יְקָהָה	yiqqahah
3350	יְקֹד	y@qowd
3351	יְקוּם	y@quwm
3352	יָקוֹשׁ	yaqowsh
3353	יָקוּשׁ	yaquwsh
3354	יְקוּתִיאֵל	Y@quwthiy'el
3355	יָקְטָן	Yoqtan
3356	יָקִים	Yaqiym
3357	יַקִּיר	yaqqiyr
3358	יַקִּיר	yaqqiyr
3359	יְקַמְיָה	Y@qamyah
3360	יְקַמְעָם	Y@qam`am
3361	יָקְמְעָם	Yoqm@`am
3362	יָקְנְעָם	Yoqn@`am
3363	יָקַע	yaqa`
3364	יָקַץ	yaqats
3365	יָקַר	yaqar
3366	יְקָר	y@qar
3367	יְקָר	y@qar
3368	יָקָר	yaqar
3369	יָקֹשׁ	yaqosh
3370	יָקְשָׁן	Yoqshan
3371	יָקְתְאֵל	Yoqth@'el
3372	יָרֵא	yare'
3373	יָרֵא	yare'
3374	יִרְאָה	yir'ah
3375	יִרְאוֹן	Yirown
3376	יִרְאִיָּיה	Yir'iyayh
3377	יָרֵב	Yareb
3378	יְרֻבַּעַל	Y@rubba`al
3379	יָרָבְעָם	Yarob`am
3380	יְרֻבֶּשֶׁת	Y@rubbesheth
3381	יָרַד	yarad
3382	יֶרֶד	Yered
3383	יַרְדֵּן	Yarden
3384	יָרָה	yarah
3385	יְרוּאֵל	Y@ruw'el
3386	יָרוֹחַ	Yarowach
3387	יָרוֹק	yarowq
3388	יְרוּשָׁא	Y@ruwsha'
3389	יְרוּשָׁלִַם	Y@ruwshalaim
3390	ירוּשְׁלֶם	Y@ruwshalem
3391	יֶרַח	yerach
3392	יֶרַח	Yerach
3393	יְרַח	y@rach
3394	יָרֵחַ	yareach
3395	יְרֹחָם	Y@rocham
3396	יְרַחְמְאֵל	Y@rachm@'el
3397	יְרַחְמְאֵלִי	Y@rachm@'eliy
3398	יַרְחָע	Yarcha`
3399	יָרַט	yarat
3400	יְרִיאֵל	Y@riy'el
3401	יָרִיב	yariyb
3402	יָרִיב	Yariyb
3403	יְרִיבַי	Y@riybay
3404	יְרִיָּה	Y@riyah
3405	יְרֵחוֹ	Y@riychow
3406	יְרִימוֹת	Y@riymowth
3407	יְרִיעָה	y@riy`ah
3408	יְרִיעוֹת	Y@riy`owth
3409	יָרֵךְ	yarek
3410	יַרְכָא	yarka'
3411	יַרְכָה	y@rekah
3412	יַרְמוּת	Yarmuwth
3413	יְרֵמַי	Y@remay
3414	יִרְמְיָה	Yirm@yah
3415	יָרַע	yara`
3416	יִרְפְּאֵל	Yirp@'el
3417	יָרַק	yaraq
3418	יֶרֶק	yereq
3419	יָרָק	yaraq
3420	יֵרָקוֹן	yeraqown
3421	יָרְקֳעָם	Yorq@`am
3422	יְרַקְרַק	y@raqraq
3423	יָרַשׁ	yarash
3424	יְרֵשָׁה	y@reshah
3425	יְרֻשָּׁה	y@rushah
3426	יֵשׁ	yesh
